condition,concept,query,success_at_5,reciprocal_rank,grounding_support_proxy,top_sources
A6 fixed dialogue flow,eigenvalues,What common mistake should a student avoid when using eigenvalue?,1,1.0,0.667,mit_linear_algebra_md/fall2022/finalsol/finalsol.md|mit_linear_algebra_md/spring2022/finalsol/finalsol.md|mit_linear_algebra_md/spring2022/finalsol/finalsol.md
A6 fixed dialogue flow,diagonalization,When is a matrix diagonalizable?,1,1.0,1.0,mit_linear_algebra_md/spring2016/final/final.md|mit_linear_algebra_md/spring2016/final_solns/final_solns.md|slides_md/five/five_ii/five_ii.md
A6 fixed dialogue flow,diagonalization,Find a course explanation of diagonalization for final review.,1,1.0,0.667,mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md|mit_linear_algebra_md/fall2018/finalsol/finalsol.md|mit_linear_algebra_md/fall2018/final/final.md
A6 fixed dialogue flow,diagonalization,Which worked example or exam solution illustrates diagonalize?,1,1.0,0.667,mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md|mit_linear_algebra_md/spring2014/Final_s14_sol/Final_s14_sol.md|mit_linear_algebra_md/fall2019/Final Solutions/Final Solutions.md
A6 fixed dialogue flow,diagonalization,What common mistake should a student avoid when using diagonalize?,1,1.0,0.667,mit_linear_algebra_md/spring2022/finalsol/finalsol.md|mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md|mit_linear_algebra_md/spring2021/Final Solutions/Final Solutions.md
A6 fixed dialogue flow,orthogonality,How does Gram-Schmidt construct an orthonormal basis?,1,1.0,1.0,mit_linear_algebra_md/spring2009/final-s09/final-s09.md|mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md|mit_linear_algebra_md/spring2009/final-s09-soln/final-s09-soln.md
A6 fixed dialogue flow,orthogonality,Find a course explanation of orthogonality for final review.,1,1.0,1.0,mit_linear_algebra_md/spring2019/finalsol/finalsol.md|mit_linear_algebra_md/spring2019/final/final.md|mit_linear_algebra_md/fall2019/Final Solutions/Final Solutions.md
A6 fixed dialogue flow,orthogonality,Which worked example or exam solution illustrates orthogonal?,1,1.0,0.333,slides_md/three/three_vi_handout/three_vi_handout.md|slides_md/three/three_vi/three_vi.md|slides_md/three/three_vi_allproofs/three_vi_allproofs.md
A6 fixed dialogue flow,orthogonality,What common mistake should a student avoid when using orthogonal?,1,1.0,0.333,slides_md/three/three_vi_handout/three_vi_handout.md|slides_md/three/three_vi/three_vi.md|slides_md/three/three_vi_allproofs/three_vi_allproofs.md
A6 fixed dialogue flow,projection,How is an orthogonal projection computed?,1,1.0,1.0,mit_linear_algebra_md/fall2017/final-sol/final-sol.md|mit_linear_algebra_md/spring2022/finalsol/finalsol.md|mit_linear_algebra_md/spring2007/final/final.md
A6 fixed dialogue flow,projection,Find a course explanation of projection for final review.,1,1.0,1.0,mit_linear_algebra_md/spring2007/final/final.md|mit_linear_algebra_md/spring2008/final-1806-S08-soln/final-1806-S08-soln.md|mit_linear_algebra_md/fall2017/final-sol/final-sol.md
A6 fixed dialogue flow,projection,Which worked example or exam solution illustrates projection?,1,1.0,1.0,mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|mit_linear_algebra_md/spring2007/final/final.md|mit_linear_algebra_md/fall2017/final-sol/final-sol.md
A6 fixed dialogue flow,projection,What common mistake should a student avoid when using projection?,1,1.0,1.0,mit_linear_algebra_md/fall2018/finalsol/finalsol.md|mit_linear_algebra_md/spring2007/final/final.md|mit_linear_algebra_md/fall2017/final-sol/final-sol.md
A6 fixed dialogue flow,least_squares,How are least-squares problems solved?,1,1.0,1.0,mit_linear_algebra_md/spring2019/final/final.md|mit_linear_algebra_md/spring2019/finalsol/finalsol.md|mit_linear_algebra_md/1995n1993没找到答案/final-95/final-95.md
A6 fixed dialogue flow,least_squares,Find a course explanation of least squares for final review.,1,1.0,0.333,mit_linear_algebra_md/spring2019/final/final.md|mit_linear_algebra_md/spring2019/final/final.md|mit_linear_algebra_md/spring2008/final-1806-S08-soln/final-1806-S08-soln.md
A6 fixed dialogue flow,least_squares,Which worked example or exam solution illustrates least squares?,1,1.0,0.333,mit_linear_algebra_md/spring2019/final/final.md|mit_linear_algebra_md/spring2019/finalsol/finalsol.md|mit_linear_algebra_md/1995n1993没找到答案/final-95/final-95.md
A6 fixed dialogue flow,least_squares,What common mistake should a student avoid when using least squares?,1,1.0,0.333,mit_linear_algebra_md/spring2019/final/final.md|mit_linear_algebra_md/spring2019/finalsol/finalsol.md|mit_linear_algebra_md/1995n1993没找到答案/final-95/final-95.md
A6 fixed dialogue flow,positive_definite,How are eigenvalues used to test positive definiteness?,1,1.0,1.0,mit_linear_algebra_md/spring2015/FinalExamSp15_sol/FinalExamSp15_sol.md|mit_linear_algebra_md/spring2008/final-1806-S08-soln/final-1806-S08-soln.md|mit_linear_algebra_md/spring2008/final-1806-S08-soln/final-1806-S08-soln.md
A6 fixed dialogue flow,positive_definite,Find a course explanation of positive definite matrices for final review.,1,1.0,0.667,mit_linear_algebra_md/spring2013/Examfblank/Examfblank.md|mit_linear_algebra_md/spring2011/spring 2011 final exam/spring 2011 final exam.md|mit_linear_algebra_md/spring2022/final/final.md
A6 fixed dialogue flow,positive_definite,Which worked example or exam solution illustrates positive definite?,1,1.0,0.667,mit_linear_algebra_md/spring2013/Examfblank/Examfblank.md|mit_linear_algebra_md/spring2011/spring 2011 final exam/spring 2011 final exam.md|mit_linear_algebra_md/spring2015/FinalExamSp15_sol/FinalExamSp15_sol.md
A6 fixed dialogue flow,positive_definite,What common mistake should a student avoid when using positive definite?,1,1.0,0.667,mit_linear_algebra_md/spring2013/Examfblank/Examfblank.md|mit_linear_algebra_md/spring2011/spring 2011 final exam/spring 2011 final exam.md|mit_linear_algebra_md/spring2022/final/final.md
A6 fixed dialogue flow,svd,What do singular values describe in the SVD?,1,1.0,1.0,mit_linear_algebra_md/fall2010/final-1806-f10/final-1806-f10.md|mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|mit_linear_algebra_md/spring2008/final-1806-S08-soln/final-1806-S08-soln.md
A6 fixed dialogue flow,svd,Find a course explanation of singular value decomposition for final review.,1,1.0,0.333,mit_linear_algebra_md/spring2005/final-1806-S05/final-1806-S05.md|mit_linear_algebra_md/spring2014/Final_s14_draft/Final_s14_draft.md|mit_linear_algebra_md/spring2005/final-sol-1806-S05/final-sol-1806-S05.md
A6 fixed dialogue flow,svd,Which worked example or exam solution illustrates SVD?,1,1.0,0.667,mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md|mit_linear_algebra_md/spring2019/finalsol/finalsol.md
A6 fixed dialogue flow,svd,What common mistake should a student avoid when using SVD?,1,1.0,0.667,mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md|mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md
A6 fixed dialogue flow,rank,"Retrieve review material for this exam-style task: and Gauss's method gives that the only solution is the trivial one $c_1 = 0$ , $c_2 = 0$ , $c_3 = 0$ . With that, because the domain $V = \mathbb{R}^3$ is 3-dimensional, this linea",1,1.0,0.5,flipped_md/inclass/map/Three-IIc/Three-IIc.md|flipped_md/inclass/map/Three-IIc/Three-IIc.md|slides_md/three/three_ii_handout/three_ii_handout.md
A6 fixed dialogue flow,row_reduction,Retrieve review material for this exam-style task: Closed book exam (and no Calculators). Answer all 7 questions in the space provided (or direct us to the answer). Solutions will be posted outside the offices of Professor Kac (2–1,1,1.0,0.333,mit_linear_algebra_md/spring1998/final-98/final-98.md|mit_linear_algebra_md/spring2011/spring 2011 final exam/spring 2011 final exam.md|flipped_md/handin/handin-2-ans/handin-2-ans.md
A6 fixed dialogue flow,column_space,Retrieve review material for this exam-style task: $$M^{-1}A_4M = \begin{pmatrix} 1 & & & \\ & -1 & & \\ & & 1 & \\ & & & -1 \end{pmatrix} \begin{pmatrix} 0 & 1 & 0 & 0 \\ 1 & 0 & 2 & 0 \\ 0 & 2 & 0 & 3 \\ 0 & 0 & 3 & 0 \end{pmatri,1,1.0,0.667,slides_md/three/three_iii_handout/three_iii_handout.md|slides_md/three/three_iii_allproofs/three_iii_allproofs.md|flipped_md/inclass/map/Three-III/Three-III.md
A6 fixed dialogue flow,nullspace,Retrieve review material for this exam-style task: - (a) What are the dimensions of R(A) and N(A) and $N\left(A^{T}\right)$ ? - (b) True or False or Undecidable for this $A\colon\thinspace Ax=\begin{pmatrix} 0\\1\\0 \end{pmatrix}$,1,1.0,0.667,mit_linear_algebra_md/1995n1993没找到答案/final-95/final-95.md|mit_linear_algebra_md/fall2003-没找到答案/final/final.md|mit_linear_algebra_md/fall2003/final/final.md
A6 fixed dialogue flow,rank,"Retrieve review material for this exam-style task: - 7. (c) Circle True or False: if A has repeated eigenvalues, it is always possible to find an orthonormal basis for its column space. - 7. (d) Circle True or False: if $v_1,\ldots",1,1.0,0.5,mit_linear_algebra_md/1995n1993没找到答案/final-95/final-95.md|mit_linear_algebra_md/spring2012/final_sp12/final_sp12.md|mit_linear_algebra_md/spring2012/final_sp12_sol/final_sp12_sol.md
A6 fixed dialogue flow,rank,Retrieve review material for this exam-style task: - (a) Find $T\left(\begin{bmatrix}0\\1\end{bmatrix}\right)$ . - (b) What is the matrix A expressing T in terms of the standard basis vectors $\begin{bmatrix} 1 \\ 0 \end{bmatrix}$,1,1.0,0.5,mit_linear_algebra_md/spring2005/final-sol-1806-S05/final-sol-1806-S05.md|mit_linear_algebra_md/spring2005/final-sol-1806-S05/final-sol-1806-S05.md|mit_linear_algebra_md/spring2012/final_sp12_sol/final_sp12_sol.md
A6 fixed dialogue flow,rank,"Retrieve review material for this exam-style task: - 6 (13 pts.) In each case give all the information you can about the eigenvalues and eigenvectors, when the matrix A has the following property: - (a) The powers $A^k$ approach th",1,1.0,0.5,mit_linear_algebra_md/fall1999/final-solu-fall-99/final-solu-fall-99.md|mit_linear_algebra_md/fall1999/final-fall-99/final-fall-99.md|mit_linear_algebra_md/spring1999/final-99/final-99.md
A6 fixed dialogue flow,rank,Retrieve review material for this exam-style task: - 1 (a) Explain why every eigenvector of A is either in the column space C(A) or the nullspace N(A) (or explain why this is false). - (b) From $A = S\Lambda S^{-1}$ find the eigenv,1,1.0,0.5,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md|mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md|mit_linear_algebra_md/fall2022/finalsol/finalsol.md
A6 fixed dialogue flow,row_reduction,"Retrieve review material for this exam-style task: $$R = \left[ \begin{array}{rrrr} 1 & 3 & 0 & 2 \\ 0 & 0 & 1 & 5 \\ 0 & 0 & 0 & 0 \end{array} \right]$$ - (a) The four subspaces associated with the original A are N(A), C(A), $N(A^",1,1.0,0.667,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md|mit_linear_algebra_md/fall2012/final-with-sol/final-with-sol.md|mit_linear_algebra_md/spring2010/18.06-Final-Answers-Sp2010-FN/18.06-Final-Answers-Sp2010-FN.md
A6 fixed dialogue flow,rank,"Retrieve review material for this exam-style task: - (b) Find as many eigenvectors as possible, with the best possible properties. Are there 4 independent eigenvectors? Are there 4 orthonormal eigenvectors? - (c) What is the rank o",1,1.0,0.5,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md|mit_linear_algebra_md/spring2009/final-s09/final-s09.md|mit_linear_algebra_md/fall1999/final-solu-fall-99/final-solu-fall-99.md
A6 fixed dialogue flow,rank,"Retrieve review material for this exam-style task: - (a) What subspace does P project onto? - (b) What is the distance from that subspace to b = (1, 1, 1)? - (c) What are the three eigenvalues of P? Is P diagonalizable? | 4 | (a) S",1,1.0,0.5,mit_linear_algebra_md/fall2002/final/final.md|mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md|mit_linear_algebra_md/spring2009/final-s09-soln/final-s09-soln.md
A6 fixed dialogue flow,row_reduction,"Retrieve review material for this exam-style task: - (a) Find an orthonormal basis $\boldsymbol{q}_1,\,\boldsymbol{q}_2$ for S by Gram-Schmidt. - (b) Write down the 3 by 3 matrix P which projects vectors perpendicularly onto S. - (",1,1.0,0.333,mit_linear_algebra_md/fall2002/finalsol/finalsol.md|slides_md/two/two_iii_handout/two_iii_handout.md|slides_md/two/two_iii/two_iii.md
A6 fixed dialogue flow,basis_dimension,"Retrieve review material for this exam-style task: $$L = \begin{bmatrix} 1 & 0 & 0 \\ 2 & 1 & 0 \\ -2 & 3 & 1 \end{bmatrix}, U = \begin{bmatrix} 5 & 0 & 5 & 1 \\ 0 & 3 & 3 & 0 \\ 0 & 0 & 0 & 0 \end{bmatrix}.$$ (a) What are the dime",1,1.0,1.0,mit_linear_algebra_md/spring1998/final-solu-98/final-solu-98.md|mit_linear_algebra_md/spring2005/final-sol-1806-S05/final-sol-1806-S05.md|mit_linear_algebra_md/fall2019/Final Solutions/Final Solutions.md
A6 fixed dialogue flow,row_reduction,Retrieve review material for this exam-style task: - 2 (12 pts.) Keep the same matrix A as in Problem 1. - (a) Find the matrix P that projects any vector in $\mathbb{R}^4$ onto the subspace spanned by the first column of A. - (b) D,1,1.0,0.667,mit_linear_algebra_md/fall2005/final-1806-F05/final-1806-F05.md|mit_linear_algebra_md/spring2011/spring 2011 final exam/spring 2011 final exam.md|mit_linear_algebra_md/fall2017/final-sol/final-sol.md
A6 fixed dialogue flow,nullspace,Retrieve review material for this exam-style task: - (b) An orthogonal set of 4 eigenvectors is \_\_\_\_\_\_ - (c) CIRCLE every class of matrices to which this matrix A belongs: 7 (12 pts.) Suppose A is 2 by 3 with this Singular Va,1,1.0,0.667,mit_linear_algebra_md/fall2005/final-1806-F05/final-1806-F05.md|mit_linear_algebra_md/fall2005/final-1806-F05/final-1806-F05.md|mit_linear_algebra_md/fall2010/final-1806-f10/final-1806-f10.md
A6 fixed dialogue flow,row_reduction,Retrieve review material for this exam-style task: ## 1 Please circle your recitation: $\mathbf{2}$ 3 4 T 10 2-131 K. Meszaros 2-333 3-7826 karola 5 T 10 2-132 A. Barakat 2-172 3-4470 barakat 6 T 11 2-132 A. Barakat $2 - 172 \quad,1,1.0,0.333,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md|mit_linear_algebra_md/fall2006/final-sols-1806-F06/final-sols-1806-F06.md|mit_linear_algebra_md/fall2002/final/final.md
